rank,bioregion_code,bioregion_name,area_km2,protected_pct,gap_to_target_pp,vertex_order,vx,vy,highlight
56,GUC,Gulf Coastal,27117.2,26.45,9.45,4,391.73,210.0,False
56,GUC,Gulf Coastal,27117.2,26.45,9.45,5,391.73,182.0,False
57,NNC,NSW North Coast,39964.7,26.54,9.54,0,464.48,168.0,False
57,NNC,NSW North Coast,39964.7,26.54,9.54,1,488.73,182.0,False
57,NNC,NSW North Coast,39964.7,26.54,9.54,2,488.73,210.0,False
57,NNC,NSW North Coast,39964.7,26.54,9.54,3,464.48,224.0,False
57,NNC,NSW North Coast,39964.7,26.54,9.54,4,440.23,210.0,False
57,NNC,NSW North Coast,39964.7,26.54,9.54,5,440.23,182.0,False
58,ESP,Esperance Plains,29213.3,29.29,12.29,0,512.97,168.0,False
58,ESP,Esperance Plains,29213.3,29.29,12.29,1,537.22,182.0,False
58,ESP,Esperance Plains,29213.3,29.29,12.29,2,537.22,210.0,False
58,ESP,Esperance Plains,29213.3,29.29,12.29,3,512.97,224.0,False
58,ESP,Esperance Plains,29213.3,29.29,12.29,4,488.73,210.0,False
58,ESP,Esperance Plains,29213.3,29.29,12.29,5,488.73,182.0,False
59,SSD,Simpson Strzelecki Dunefields,279842.8,30.88,13.88,0,561.47,168.0,False
59,SSD,Simpson Strzelecki Dunefields,279842.8,30.88,13.88,1,585.72,182.0,False
59,SSD,Simpson Strzelecki Dunefields,279842.8,30.88,13.88,2,585.72,210.0,False
59,SSD,Simpson Strzelecki Dunefields,279842.8,30.88,13.88,3,561.47,224.0,False
59,SSD,Simpson Strzelecki Dunefields,279842.8,30.88,13.88,4,537.22,210.0,False
59,SSD,Simpson Strzelecki Dunefields,279842.8,30.88,13.88,5,537.22,182.0,False
60,DAC,Darwin Coastal,28432.0,30.9,13.9,0,52.25,210.0,False
60,DAC,Darwin Coastal,28432.0,30.9,13.9,1,76.5,224.0,False
60,DAC,Darwin Coastal,28432.0,30.9,13.9,2,76.5,252.0,False
60,DAC,Darwin Coastal,28432.0,30.9,13.9,3,52.25,266.0,False
60,DAC,Darwin Coastal,28432.0,30.9,13.9,4,28.0,252.0,False
60,DAC,Darwin Coastal,28432.0,30.9,13.9,5,28.0,224.0,False
61,CEK,Central Kimberley,76755.9,31.08,14.08,0,100.75,210.0,False
61,CEK,Central Kimberley,76755.9,31.08,14.08,1,124.99,224.0,False
61,CEK,Central Kimberley,76755.9,31.08,14.08,2,124.99,252.0,False
61,CEK,Central Kimberley,76755.9,31.08,14.08,3,100.75,266.0,False
61,CEK,Central Kimberley,76755.9,31.08,14.08,4,76.5,252.0,False
61,CEK,Central Kimberley,76755.9,31.08,14.08,5,76.5,224.0,False
62,ITI,Indian Tropical Islands,273.3,31.73,14.73,0,149.24,210.0,False
62,ITI,Indian Tropical Islands,273.3,31.73,14.73,1,173.49,224.0,False
62,ITI,Indian Tropical Islands,273.3,31.73,14.73,2,173.49,252.0,False
62,ITI,Indian Tropical Islands,273.3,31.73,14.73,3,149.24,266.0,False
62,ITI,Indian Tropical Islands,273.3,31.73,14.73,4,124.99,252.0,False
62,ITI,Indian Tropical Islands,273.3,31.73,14.73,5,124.99,224.0,False
63,MAL,Mallee,73975.6,31.86,14.86,0,197.74,210.0,False
63,MAL,Mallee,73975.6,31.86,14.86,1,221.99,224.0,False
63,MAL,Mallee,73975.6,31.86,14.86,2,221.99,252.0,False
63,MAL,Mallee,73975.6,31.86,14.86,3,197.74,266.0,False
63,MAL,Mallee,73975.6,31.86,14.86,4,173.49,252.0,False
63,MAL,Mallee,73975.6,31.86,14.86,5,173.49,224.0,False
64,CEA,Central Arnhem,34624.3,34.08,17.08,0,246.24,210.0,False
64,CEA,Central Arnhem,34624.3,34.08,17.08,1,270.49,224.0,False
64,CEA,Central Arnhem,34624.3,34.08,17.08,2,270.49,252.0,False
64,CEA,Central Arnhem,34624.3,34.08,17.08,3,246.24,266.0,False
64,CEA,Central Arnhem,34624.3,34.08,17.08,4,221.99,252.0,False
64,CEA,Central Arnhem,34624.3,34.08,17.08,5,221.99,224.0,False
65,PSI,Pacific Subtropical Islands,58.2,34.1,17.1,0,294.74,210.0,False
65,PSI,Pacific Subtropical Islands,58.2,34.1,17.1,1,318.98,224.0,False
65,PSI,Pacific Subtropical Islands,58.2,34.1,17.1,2,318.98,252.0,False
65,PSI,Pacific Subtropical Islands,58.2,34.1,17.1,3,294.74,266.0,False
65,PSI,Pacific Subtropical Islands,58.2,34.1,17.1,4,270.49,252.0,False
65,PSI,Pacific Subtropical Islands,58.2,34.1,17.1,5,270.49,224.0,False
66,FUR,Furneaux,5375.4,34.41,17.41,0,343.23,210.0,False
66,FUR,Furneaux,5375.4,34.41,17.41,1,367.48,224.0,False
66,FUR,Furneaux,5375.4,34.41,17.41,2,367.48,252.0,False
66,FUR,Furneaux,5375.4,34.41,17.41,3,343.23,266.0,False
66,FUR,Furneaux,5375.4,34.41,17.41,4,318.98,252.0,False
66,FUR,Furneaux,5375.4,34.41,17.41,5,318.98,224.0,False
67,YAL,Yalgoo,50875.8,35.56,18.56,0,391.73,210.0,False
67,YAL,Yalgoo,50875.8,35.56,18.56,1,415.98,224.0,False
67,YAL,Yalgoo,50875.8,35.56,18.56,2,415.98,252.0,False
67,YAL,Yalgoo,50875.8,35.56,18.56,3,391.73,266.0,False
67,YAL,Yalgoo,50875.8,35.56,18.56,4,367.48,252.0,False
67,YAL,Yalgoo,50875.8,35.56,18.56,5,367.48,224.0,False
68,SEC,South East Corner,25320.5,36.84,19.84,0,440.23,210.0,False
68,SEC,South East Corner,25320.5,36.84,19.84,1,464.48,224.0,False
68,SEC,South East Corner,25320.5,36.84,19.84,2,464.48,252.0,False
68,SEC,South East Corner,25320.5,36.84,19.84,3,440.23,266.0,False
68,SEC,South East Corner,25320.5,36.84,19.84,4,415.98,252.0,False
68,SEC,South East Corner,25320.5,36.84,19.84,5,415.98,224.0,False
69,COO,Coolgardie,129122.1,37.62,20.62,0,488.73,210.0,False
69,COO,Coolgardie,129122.1,37.62,20.62,1,512.97,224.0,False
69,COO,Coolgardie,129122.1,37.62,20.62,2,512.97,252.0,False
69,COO,Coolgardie,129122.1,37.62,20.62,3,488.73,266.0,False
69,COO,Coolgardie,129122.1,37.62,20.62,4,464.48,252.0,False
69,COO,Coolgardie,129122.1,37.62,20.62,5,464.48,224.0,False
70,CYP,Cape York Peninsula,122564.6,38.77,21.77,0,537.22,210.0,False
70,CYP,Cape York Peninsula,122564.6,38.77,21.77,1,561.47,224.0,False
70,CYP,Cape York Peninsula,122564.6,38.77,21.77,2,561.47,252.0,False
70,CYP,Cape York Peninsula,122564.6,38.77,21.77,3,537.22,266.0,False
70,CYP,Cape York Peninsula,122564.6,38.77,21.77,4,512.97,252.0,False
70,CYP,Cape York Peninsula,122564.6,38.77,21.77,5,512.97,224.0,False
71,PCK,Pine Creek,28517.8,42.68,25.68,0,585.72,210.0,False
71,PCK,Pine Creek,28517.8,42.68,25.68,1,609.97,224.0,False
71,PCK,Pine Creek,28517.8,42.68,25.68,2,609.97,252.0,False
71,PCK,Pine Creek,28517.8,42.68,25.68,3,585.72,266.0,False
71,PCK,Pine Creek,28517.8,42.68,25.68,4,561.47,252.0,False
71,PCK,Pine Creek,28517.8,42.68,25.68,5,561.47,224.0,False
72,SYB,Sydney Basin,36296.0,42.68,25.68,0,28.0,252.0,False
72,SYB,Sydney Basin,36296.0,42.68,25.68,1,52.25,266.0,False
72,SYB,Sydney Basin,36296.0,42.68,25.68,2,52.25,294.0,False
72,SYB,Sydney Basin,36296.0,42.68,25.68,3,28.0,308.0,False
72,SYB,Sydney Basin,36296.0,42.68,25.68,4,3.75,294.0,False
72,SYB,Sydney Basin,36296.0,42.68,25.68,5,3.75,266.0,False
73,GVD,Great Victoria Desert,422465.6,42.97,25.97,0,76.5,252.0,False
73,GVD,Great Victoria Desert,422465.6,42.97,25.97,1,100.75,266.0,False
73,GVD,Great Victoria Desert,422465.6,42.97,25.97,2,100.75,294.0,False
73,GVD,Great Victoria Desert,422465.6,42.97,25.97,3,76.5,308.0,False
73,GVD,Great Victoria Desert,422465.6,42.97,25.97,4,52.25,294.0,False
73,GVD,Great Victoria Desert,422465.6,42.97,25.97,5,52.25,266.0,False
74,TAN,Tanami,259972.8,44.65,27.65,0,124.99,252.0,False
74,TAN,Tanami,259972.8,44.65,27.65,1,149.24,266.0,False
74,TAN,Tanami,259972.8,44.65,27.65,2,149.24,294.0,False
74,TAN,Tanami,259972.8,44.65,27.65,3,124.99,308.0,False
74,TAN,Tanami,259972.8,44.65,27.65,4,100.75,294.0,False
74,TAN,Tanami,259972.8,44.65,27.65,5,100.75,266.0,False
75,WAR,Warren,8447.7,46.94,29.94,0,173.49,252.0,False
75,WAR,Warren,8447.7,46.94,29.94,1,197.74,266.0,False
75,WAR,Warren,8447.7,46.94,29.94,2,197.74,294.0,False
75,WAR,Warren,8447.7,46.94,29.94,3,173.49,308.0,False
75,WAR,Warren,8447.7,46.94,29.94,4,149.24,294.0,False
75,WAR,Warren,8447.7,46.94,29.94,5,149.24,266.0,False
76,LSD,Little Sandy Desert,110898.6,47.34,30.34,0,221.99,252.0,False
76,LSD,Little Sandy Desert,110898.6,47.34,30.34,1,246.24,266.0,False
76,LSD,Little Sandy Desert,110898.6,47.34,30.34,2,246.24,294.0,False
76,LSD,Little Sandy Desert,110898.6,47.34,30.34,3,221.99,308.0,False
76,LSD,Little Sandy Desert,110898.6,47.34,30.34,4,197.74,294.0,False
76,LSD,Little Sandy Desert,110898.6,47.34,30.34,5,197.74,266.0,False
77,GSD,Great Sandy Desert,394861.4,49.92,32.92,0,270.49,252.0,False
77,GSD,Great Sandy Desert,394861.4,49.92,32.92,1,294.74,266.0,False
77,GSD,Great Sandy Desert,394861.4,49.92,32.92,2,294.74,294.0,False
77,GSD,Great Sandy Desert,394861.4,49.92,32.92,3,270.49,308.0,False
77,GSD,Great Sandy Desert,394861.4,49.92,32.92,4,246.24,294.0,False
77,GSD,Great Sandy Desert,394861.4,49.92,32.92,5,246.24,266.0,False
78,WET,Wet Tropics,19891.1,53.54,36.54,0,318.98,252.0,False
78,WET,Wet Tropics,19891.1,53.54,36.54,1,343.23,266.0,False
78,WET,Wet Tropics,19891.1,53.54,36.54,2,343.23,294.0,False
78,WET,Wet Tropics,19891.1,53.54,36.54,3,318.98,308.0,False
78,WET,Wet Tropics,19891.1,53.54,36.54,4,294.74,294.0,False
78,WET,Wet Tropics,19891.1,53.54,36.54,5,294.74,266.0,False
79,ARC,Arnhem Coast,33356.7,54.23,37.23,0,367.48,252.0,False
79,ARC,Arnhem Coast,33356.7,54.23,37.23,1,391.73,266.0,False
79,ARC,Arnhem Coast,33356.7,54.23,37.23,2,391.73,294.0,False
79,ARC,Arnhem Coast,33356.7,54.23,37.23,3,367.48,308.0,False
79,ARC,Arnhem Coast,33356.7,54.23,37.23,4,343.23,294.0,False
79,ARC,Arnhem Coast,33356.7,54.23,37.23,5,343.23,266.0,False
80,TSR,Tasmanian Southern Ranges,7821.2,54.36,37.36,0,415.98,252.0,False
80,TSR,Tasmanian Southern Ranges,7821.2,54.36,37.36,1,440.23,266.0,False
80,TSR,Tasmanian Southern Ranges,7821.2,54.36,37.36,2,440.23,294.0,False
80,TSR,Tasmanian Southern Ranges,7821.2,54.36,37.36,3,415.98,308.0,False
80,TSR,Tasmanian Southern Ranges,7821.2,54.36,37.36,4,391.73,294.0,False
80,TSR,Tasmanian Southern Ranges,7821.2,54.36,37.36,5,391.73,266.0,False
81,NUL,Nullarbor,197227.7,54.93,37.93,0,464.48,252.0,False
81,NUL,Nullarbor,197227.7,54.93,37.93,1,488.73,266.0,False
81,NUL,Nullarbor,197227.7,54.93,37.93,2,488.73,294.0,False
81,NUL,Nullarbor,197227.7,54.93,37.93,3,464.48,308.0,False
81,NUL,Nullarbor,197227.7,54.93,37.93,4,440.23,294.0,False
81,NUL,Nullarbor,197227.7,54.93,37.93,5,440.23,266.0,False
82,GID,Gibson Desert,156289.2,58.4,41.4,0,512.97,252.0,False
82,GID,Gibson Desert,156289.2,58.4,41.4,1,537.22,266.0,False
82,GID,Gibson Desert,156289.2,58.4,41.4,2,537.22,294.0,False
82,GID,Gibson Desert,156289.2,58.4,41.4,3,512.97,308.0,False
82,GID,Gibson Desert,156289.2,58.4,41.4,4,488.73,294.0,False
82,GID,Gibson Desert,156289.2,58.4,41.4,5,488.73,266.0,False
83,TCH,Tasmanian Central Highlands,7678.5,60.88,43.88,0,561.47,252.0,False
83,TCH,Tasmanian Central Highlands,7678.5,60.88,43.88,1,585.72,266.0,False
83,TCH,Tasmanian Central Highlands,7678.5,60.88,43.88,2,585.72,294.0,False
83,TCH,Tasmanian Central Highlands,7678.5,60.88,43.88,3,561.47,308.0,False
83,TCH,Tasmanian Central Highlands,7678.5,60.88,43.88,4,537.22,294.0,False
83,TCH,Tasmanian Central Highlands,7678.5,60.88,43.88,5,537.22,266.0,False
84,NOK,Northern Kimberley,84201.0,61.75,44.75,0,52.25,294.0,False
84,NOK,Northern Kimberley,84201.0,61.75,44.75,1,76.5,308.0,False
84,NOK,Northern Kimberley,84201.0,61.75,44.75,2,76.5,336.0,False
84,NOK,Northern Kimberley,84201.0,61.75,44.75,3,52.25,350.0,False
84,NOK,Northern Kimberley,84201.0,61.75,44.75,4,28.0,336.0,False
84,NOK,Northern Kimberley,84201.0,61.75,44.75,5,28.0,308.0,False
85,AUA,Australian Alps,12329.9,64.01,47.01,0,100.75,294.0,True
85,AUA,Australian Alps,12329.9,64.01,47.01,1,124.99,308.0,True
85,AUA,Australian Alps,12329.9,64.01,47.01,2,124.99,336.0,True
85,AUA,Australian Alps,12329.9,64.01,47.01,3,100.75,350.0,True
85,AUA,Australian Alps,12329.9,64.01,47.01,4,76.5,336.0,True
85,AUA,Australian Alps,12329.9,64.01,47.01,5,76.5,308.0,True
86,ARP,Arnhem Plateau,23060.2,74.96,57.96,0,149.24,294.0,False
86,ARP,Arnhem Plateau,23060.2,74.96,57.96,1,173.49,308.0,False
86,ARP,Arnhem Plateau,23060.2,74.96,57.96,2,173.49,336.0,False
86,ARP,Arnhem Plateau,23060.2,74.96,57.96,3,149.24,350.0,False
86,ARP,Arnhem Plateau,23060.2,74.96,57.96,4,124.99,336.0,False
86,ARP,Arnhem Plateau,23060.2,74.96,57.96,5,124.99,308.0,False
87,CER,Central Ranges,101640.4,81.32,64.32,0,197.74,294.0,False
87,CER,Central Ranges,101640.4,81.32,64.32,1,221.99,308.0,False
87,CER,Central Ranges,101640.4,81.32,64.32,2,221.99,336.0,False
87,CER,Central Ranges,101640.4,81.32,64.32,3,197.74,350.0,False
87,CER,Central Ranges,101640.4,81.32,64.32,4,173.49,336.0,False
87,CER,Central Ranges,101640.4,81.32,64.32,5,173.49,308.0,False
88,TWE,Tasmanian West,15650.8,86.29,69.29,0,246.24,294.0,True
88,TWE,Tasmanian West,15650.8,86.29,69.29,1,270.49,308.0,True
88,TWE,Tasmanian West,15650.8,86.29,69.29,2,270.49,336.0,True
88,TWE,Tasmanian West,15650.8,86.29,69.29,3,246.24,350.0,True
88,TWE,Tasmanian West,15650.8,86.29,69.29,4,221.99,336.0,True
88,TWE,Tasmanian West,15650.8,86.29,69.29,5,221.99,308.0,True
